MATCH,HALF,TEAM,OPP,TYPE,LOCATION,RETAINED,NOTE
28,2,POR,KEN,Restart,12,No,
28,2,POR,KEN,PK,12,Yes,PEN: 8 men on field; PK: touch kick
29,1,ENG,NZL,Restart,11,No,
29,1,NZL,ENG,Scrum,5,Yes,Scrum: knocked on restart by kicking team
29,1,ENG,NZL,PK,9,Yes,PEN: tackler not releasing; PK: tap
29,1,ENG,NZL,Restart,12,No,
29,1,NZL,ENG,Restart,7,No,Restart: not 10 but played
29,1,ENG,NZL,FK,8,Yes,FK: restart not 10
29,1,ENG,NZL,PK,8,Yes,PEN: diving over; PK: tap
29,1,ENG,NZL,PK,14,Yes,PEN: high tackle; PK: tap
29,2,NZL,ENG,Restart,11,No,
29,2,NZL,ENG,Scrum,8,Yes,Scrum: knock on
29,2,ENG,NZL,Line out,7,Yes,
29,2,ENG,NZL,Restart,12,No,
29,2,ENG,NZL,Restart,12,No,
29,2,ENG,NZL,Line out,12,Yes,
29,2,ENG,NZL,Restart,11,No,
30,1,WAL,FIJ,Restart,10,No,
30,1,FIJ,WAL,Scrum,6,Yes,Scrum: knocked on restart by kicking team
30,1,WAL,FIJ,Restart,11,No,
30,1,FIJ,WAL,Restart,11,No,
30,1,FIJ,WAL,Restart,11,No,
30,1,WAL,FIJ,Scrum,5,Yes,Scrum: knock on
30,2,FIJ,WAL,Restart,11,No,
30,2,WAL,FIJ,PK,8,Yes,PEN: diving over; PK: tap
30,2,WAL,FIJ,PK,11,Yes,PEN: side entry; PK: tap
30,2,FIJ,WAL,Scrum,3,Yes,Scrum: collapsed maul
30,2,WAL,FIJ,Scrum,10,Yes,Scrum: fwd pass
30,2,WAL,FIJ,PK,10,Yes,PEN: playing the man; PK: tap
30,2,FIJ,WAL,Scrum,5,Yes,
30,2,FIJ,WAL,Restart,11,Yes,
30,2,FIJ,WAL,Restart,10,No,
30,2,FIJ,WAL,Restart,11,No,
31,1,SAM,ARG,Restart,11,No,
31,1,ARG,SAM,PK,11,Yes,PEN: off side; PK: tap
31,1,SAM,ARG,Scrum,6,Yes,Scrum: knock on
31,1,ARG,SAM,Scrum,14,Yes,Scrum: knock on
31,1,SAM,ARG,Scrum,2,Yes,
31,1,SAM,ARG,Restart,11,Yes,
31,1,SAM,ARG,PK,11,Yes,PEN: not rolling away; PK: tap
31,1,ARG,SAM,PK,3,Yes,PEN: throwing ball away; PK: touch kick
31,1,ARG,SAM,Line out,6,No,
31,1,ARG,SAM,FK,6,Yes,FK: no hooker at line out
31,1,SAM,ARG,Scrum,4,No,Scrum: knock on
31,2,ARG,SAM,Restart,11,Yes,
31,2,SAM,ARG,Scrum,5,Yes,Scrum: knock on
31,2,ARG,SAM,Restart,11,Yes,
31,2,ARG,SAM,Restart,11,No,
31,2,ARG,SAM,PK,2,Yes,PEN: tackler not releasing; PK: tap
31,2,SAM,ARG,Restart,11,Yes,
31,2,SAM,ARG,Restart,11,Yes,
31,2,SAM,ARG,Restart,10,No,
32,1,RSA,AUS,Restart,12,No,
32,1,AUS,RSA,Scrum,3,Yes,Scrum: knock on
32,1,AUS,RSA,Line out,15,Yes,
32,1,AUS,RSA,PK,14,Yes,PEN: off side; PK: tap
32,1,AUS,RSA,Restart,15,No,
32,1,AUS,RSA,Line out,12,Yes,
32,1,AUS,RSA,PK,11,Yes,PEN: tackler not releasing; PK: kick touch
32,1,AUS,RSA,Line out,13,Yes,
32,1,RSA,AUS,PK,2,Yes,PEN: bc not releasing; PK: touch kick
32,1,RSA,AUS,Line out,7,Yes,
32,1,RSA,AUS,PK,11,Yes,PEN: diving over; PK: tap
32,1,RSA,AUS,Scrum,15,Yes,Scrum: knock on
32,1,RSA,AUS,PK,15,Yes,PEN: off side; PK: tap
32,2,AUS,RSA,Restart,15,No,
32,2,AUS,RSA,Line out,9,Yes,
32,2,AUS,RSA,PK,7,Yes,PEN: tackler not releasing; PK: kick touch
32,2,AUS,RSA,Line out,10,Yes,
32,2,RSA,AUS,PK,5,Yes,PEN: bc not releasing; PK: tap
32,2,RSA,AUS,PK,10,Yes,PEN: tackler not releasing; PK: tap
32,2,RSA,AUS,PK,13,Yes,PEN: not back 10; PK: tap
32,2,RSA,AUS,Restart,12,Yes,
32,2,RSA,AUS,Scrum,11,Yes,Scrum: knock on
32,2,AUS,RSA,Scrum,5,No,
32,2,RSA,AUS,PK,8,Yes,PEN: hands in ruck; PK: touch kick
32,2,RSA,AUS,Line out,13,No,Line out: 4 man
32,2,AUS,RSA,PK,9,Yes,PEN: hands in ruck; PK: touch kick
32,2,AUS,RSA,Line out,15,Yes,
32,2,AUS,RSA,PK,13,Yes,PEN: tackler not releasing; PK: tap
33,1,CAN,ASM,Restart,11,Yes,
33,1,CAN,ASM,Restart,10,Yes,
33,1,CAN,ASM,Restart,10,Yes,
33,1,CAN,ASM,PK,4,Yes,PEN: diving over; PK: tap
33,1,CAN,ASM,Restart,12,Yes,
33,1,CAN,ASM,Restart,11,No,
33,1,CAN,ASM,PK,11,Yes,PEN: bc not releasing; PK: tap
33,1,CAN,ASM,PK,14,Yes,PEN: off side; PK: tap
33,2,ASM,CAN,Restart,15,No,
33,2,CAN,ASM,Scrum,4,Yes,Scrum: knocked to touch
33,2,CAN,ASM,Line out,3,Yes,Line out: quick
33,2,CAN,ASM,Restart,11,No,
33,2,CAN,ASM,Line out,15,Yes,
33,2,CAN,ASM,Restart,11,Yes,
33,2,CAN,ASM,Restart,10,Yes,
33,2,CAN,ASM,PK,7,Yes,PEN: high tackle; PK: tap
33,2,CAN,ASM,PK,11,Yes,PEN: dangerous tackle; PK: tap
33,2,ASM,CAN,Scrum,6,Yes,Scrum: knock on
34,1,KEN,JPN,Restart,13,No,
34,1,KEN,JPN,Restart,10,No,
34,1,KEN,JPN,Scrum,2,Yes,Scrum: maul held up
34,1,JPN,KEN,PK,14,Yes,PEN: bc not releasing; PK: tap
34,1,JPN,KEN,Restart,11,Yes,
34,1,JPN,KEN,Restart,11,No,
34,1,JPN,KEN,Line out,12,Yes,
34,2,JPN,KEN,Restart,12,No,
34,2,KEN,JPN,PK,9,Yes,PEN: hands in ruck; PK: tap
34,2,KEN,JPN,Restart,10,No,
34,2,JPN,KEN,Restart,10,No,
34,2,JPN,KEN,Scrum,10,Yes,Scrum: knocked on restart
34,2,KEN,JPN,PK,3,Yes,PEN: hands in ruck; PK: tap
34,2,KEN,JPN,Restart,10,No,Restart direct to touch
34,2,JPN,KEN,FK,8,Yes,FK: restart direct to touch
35,1,SCO,FRA,Restart,11,No,
35,1,SCO,FRA,Line out,4,No,
35,1,FRA,SCO,Restart,11,No,
35,1,FRA,SCO,PK,7,Yes,PEN: bc not releasing; PK: tap
35,1,SCO,FRA,Scrum,5,Yes,Scrum: knock on
35,1,FRA,SCO,Scrum,14,Yes,Scrum: knock on
35,1,FRA,SCO,Scrum,11,Yes,Scrum: knock on
35,1,SCO,FRA,PK,5,Yes,PEN: tackler not releasing; PK: tap
35,1,FRA,SCO,Line out,12,Yes,
35,1,FRA,SCO,Restart,11,Yes,
35,2,FRA,SCO,Restart,10,Yes,
35,2,FRA,SCO,Restart,12,Yes,
35,2,FRA,SCO,PK,5,Yes,PEN: bc not releasing; PK: tap
35,2,SCO,FRA,Line out,4,No,
35,2,SCO,FRA,Scrum,1,Yes,Scrum: fwd pass
35,2,FRA,SCO,Scrum,12,Yes,
35,2,SCO,FRA,PK,10,Yes,PEN: off side in ruck; PK: tap
35,2,FRA,SCO,Restart,12,No,
35,2,SCO,FRA,PK,12,Yes,PEN: tackler not rolling away; PK: tap
35,2,FRA,SCO,PK,1,Yes,PEN: bc not releasing; PK: touch kick
36,1,USA,POR,Restart,12,No,
36,1,POR,USA,PK,4,Yes,PEN: illegal ctc with receiver on restart; PK: touch  kick
36,1,POR,USA,Line out,10,No,
36,1,USA,POR,Restart,10,Yes,
36,1,USA,POR,Restart,10,No,
36,1,USA,POR,PK,5,Yes,PEN: bc not releasing; PK: touch kick
36,1,USA,POR,Line out,10,Yes,
36,1,POR,USA,Line out,4,Yes,
36,1,POR,USA,PK,9,Yes,PEN: tackler not rolling away; PK: tap
36,2,POR,USA,Restart,10,No,
36,2,USA,POR,Restart,10,No,
36,2,USA,POR,Line out,12,Yes,
36,2,POR,USA,PK,9,Yes,PEN: bc not releasing; PK: tap
36,2,POR,USA,PK,10,Yes,PEN: high tackle; PK: tap
36,2,USA,POR,PK,1,Yes,PEN: collapsing ruck; PK: tap
36,2,USA,POR,PK,12,Yes,PEN: off side; PK: tap
36,2,USA,POR,PK,12,Yes,PEN: not back 10; PK: tap
36,2,USA,POR,Restart,10,No,
36,2,USA,POR,Scrum,7,Yes,Scrum: ball thrown to touch
36,2,POR,USA,PK,5,Yes,PEN: trip; PK: tap
37,1,NZL,WAL,Restart,10,No,
37,1,NZL,WAL,PK,10,Yes,PEN: bc not releasing; PK: tap
37,1,NZL,WAL,Restart,13,No,
37,1,WAL,NZL,Restart,11,No,
37,1,NZL,WAL,PK,10,Yes,PEN: playing ball on ground; PK: tap
37,1,NZL,WAL,PK,13,Yes,PEN: diving over; PK: tap
37,1,NZL,WAL,Restart,11,No,
37,1,NZL,WAL,Scrum,4,Yes,
37,2,WAL,NZL,Restart,11,No,
37,2,NZL,WAL,Restart,10,No,Restart: lost to touch by receiving team
37,2,NZL,WAL,Line out,7,Yes,Line out: quick
37,2,NZL,WAL,Restart,11,No,
37,2,NZL,WAL,Scrum,11,Yes,Scrum: knocked on restart
37,2,NZL,WAL,Scrum,11,Yes,Scrum: knock on
37,2,NZL,WAL,Restart,11,Yes,
37,2,NZL,WAL,PK,14,Yes,PEN: off side in ruck; PK: tap
37,2,NZL,WAL,Scrum,14,Yes,
37,2,NZL,WAL,PK,14,Yes,PEN: kicked through scrum; PK: tap
38,1,AUS,ARG,Restart,11,Yes,
38,1,ARG,AUS,PK,4,Yes,PEN: playing ball on ground; PK: touch kick
38,1,ARG,AUS,Line out,10,Yes,
38,1,ARG,ARG,Restart,11,No,
38,1,ARG,AUS,PK,8,Yes,PEN: bc not releasing; PK: touch kick
38,1,ARG,AUS,Line out,10,Yes,
38,1,AUS,ARG,Scrum,6,Yes,Scrum: knock on
38,1,AUS,ARG,PK,5,Yes,PEN: tackler not rolling away; PK:touch kick
38,1,AUS,ARG,Line out,10,Yes,
38,1,AUS,ARG,Restart,11,Yes,
38,1,AUS,ARG,PK,14,Yes,PEN: tackler not releasing; PK: tap
38,2,ARG,AUS,Restart,11,No,
38,2,ARG,AUS,Scrum,11,Yes,Scrum: knocked on restart
38,2,AUS,ARG,22,1,No,"22: infraction, ball did not cross 22"
38,2,ARG,AUS,Scrum,14,Yes,
38,2,AUS,ARG,Scrum,6,Yes,
38,2,AUS,ARG,Restart,11,Yes,
38,2,ARG,AUS,PK,1,Yes,PEN: off side; PK: tap
38,2,ARG,AUS,PK,2,Yes,PEN: tackler not rolling away; PK: tap
38,2,AUS,ARG,Scrum,3,Yes,
38,2,ARG,AUS,Line out,13,Yes,
38,2,ARG,AUS,Restart,11,Yes,
39,1,ENG,FIJ,Restart,11,No,
39,1,FIJ,ENG,Restart,11,No,
39,1,ENG,FIJ,Restart,12,No,
39,1,FIJ,ENG,Scrum,4,Yes,
39,1,FIJ,ENG,Line out,7,Yes,
39,1,FIJ,ENG,Restart,10,No,
39,1,FIJ,ENG,Scrum,11,Yes,
39,1,FIJ,ENG,Restart,10,No,
39,1,ENG,FIJ,PK,6,Yes,PEN: illegal ctc with receiver; PK: tap
39,1,FIJ,ENG,PK,11,Yes,PEN: side entry; PK: tap
39,2,FIJ,ENG,Restart,11,No,
39,2,ENG,FIJ,PK,8,Yes,PEN: tackler not rolling away; PK: tap
39,2,FIJ,ENG,Line out,7,No,
39,2,FIJ,ENG,PK,8,Yes,PEN: bc not releasing; PK: tap
39,2,FIJ,ENG,Restart,11,Yes,
39,2,FIJ,ENG,Restart,11,Yes,
39,2,FIJ,ENG,PK,11,Yes,PEN: bc not releasing; PK: tap
39,2,FIJ,ENG,Restart,11,No,
39,2,ENG,FIJ,PK,5,Yes,PEN: illegal ctc with receiver; PK: tap
39,2,FIJ,ENG,PK,6,Yes,PEN: side entry; PK: tap
40,1,RSA,SAM,Restart,12,No,
40,1,RSA,SAM,PK,10,Yes,PEN: bc not releasing; PK: tap
40,1,SAM,RSA,Restart,11,Yes,
40,1,SAM,RSA,Restart,11,No,
40,1,RSA,SAM,Scrum,6,Yes,Scrum: knocked on restart by kicking team
40,1,SAM,RSA,Line out,6,Yes,
40,1,RSA,SAM,PK,10,Yes,PEN: bc not releasing; PK: touch kick
40,1,RSA,SAM,Line out,13,Yes,
40,1,RSA,SAM,PK,13,Yes,PEN: high tackle; PK: tap
40,2,SAM,RSA,Restart,11,No,
40,2,RSA,SAM,Scrum,5,Yes,Scrum: knocked on restart by kicking team
40,2,RSA,SAM,Restart,12,No,
40,2,RSA,SAM,Line out,1,Yes,
40,2,RSA,SAM,PK,2,Yes,PEN: playing man without the ball; PK: touch kick
40,2,RSA,SAM,Line out,4,Yes,
40,2,RSA,SAM,PK,12,Yes,PEN: bc not releasing; PK: tap
40,2,SAM,RSA,Scrum,3,Yes,Scrum: knock on
40,2,SAM,RSA,Restart,15,No,
40,2,RSA,SAM,Line out,1,No,
41,1,KEN,CAN,Restart,14,No,
41,1,KEN,CAN,PK,4,Yes,PEN: bc not releasing; PK: tap
41,1,CAN,KEN,Restart,10,Yes,
41,1,CAN,KEN,PK,14,Yes,PEN: collapsing ruck; PK: tap
41,1,CAN,KEN,Restart,12,No,
41,1,CAN,KEN,Scrum,12,Yes,Scrum: knock on restart by receiving team
41,1,KEN,CAN,Line out,1,Yes,Line out: quick
41,1,KEN,CAN,Restart,13,Yes,
41,2,CAN,KEN,Restart,7,Yes,
41,2,CAN,KEN,Restart,10,No,
41,2,KEN,CAN,Scrum,5,Yes,Scrum: knocked on restart by kicking team
41,2,CAN,KEN,PK,10,Yes,PEN: bc not releasing; PK: tap
41,2,CAN,KEN,Restart,12,Yes,
41,2,CAN,KEN,Restart,11,No,
41,2,CAN,KEN,PK,11,Yes,PEN: bc not releasing; PK: tap
41,2,KEN,CAN,PK,3,Yes,PEN: playing man without the ball; PK: tap
42,1,FRA,USA,Restart,11,No,
42,1,FRA,USA,PK,10,Yes,PEN: bc not releasing; PK: tap
42,1,USA,FRA,PK,6,Yes,PEN: side entry; PK: touch kick
42,1,USA,FRA,Line out,9,Yes,
42,1,USA,FRA,Restart,11,No,
42,1,FRA,USA,Line out,6,Yes,
42,1,FRA,USA,Line out,3,Yes,Line out: quick
42,1,USA,FRA,PK,11,Yes,PEN: hands in ruck; PK: tap
42,1,USA,FRA,Restart,12,No,
42,1,USA,FRA,PK,5,Yes,PEN: collapsing ruck; PK: touch kick 
42,1,USA,FRA,Line out,12,Yes,
42,2,USA,FRA,Restart,12,No,
42,2,FRA,USA,Restart,12,No,
42,2,FRA,USA,PK,10,No,PEN: throwing ball away; PK: tap
42,2,FRA,USA,Restart,10,No,
42,2,FRA,USA,Line out,12,Yes,
42,2,FRA,USA,Restart,10,No,
42,2,USA,FRA,Restart,11,Yes,
43,1,ARG,NZL,Restart,10,No,
43,1,NZL,ARG,Restart,12,Yes,
43,1,NZL,ARG,Restart,11,No,
43,1,NZL,ARG,Scrum,11,Yes,Scrum: knocked on restart by receiving team
43,1,NZL,ARG,Restart,11,No,
43,1,ARG,NZL,PK,8,Yes,PEN: diving over; PK: tap
43,1,NZL,ARG,Restart,11,No,
43,1,NZL,ARG,PK,11,Yes,PEN: side entry; PK: tap
43,1,NZL,ARG,PK,11,Yes,PEN: not back 10; PK: tap
43,2,NZL,ARG,Restart,11,Yes,
43,2,ARG,NZL,Line out,12,No,
43,2,NZL,ARG,Restart,11,Yes,
43,2,ARG,NZL,Restart,11,No,
43,2,ARG,NZL,Restart,11,Yes,
43,2,ARG,NZL,Line out,15,Yes,
43,2,ARG,NZL,PK,14,Yes,PEN: hands in ruck; PK: tap
44,1,RSA,ENG,Restart,12,No,
44,1,ENG,RSA,Restart,12,Yes,
44,1,ENG,RSA,PK,9,Yes,PEN: side entry; PK: tap
44,1,ENG,RSA,PK,5,Yes,PEN: collapsing ruck; PK: touch kick 
44,1,ENG,RSA,Line out,6,Yes,
44,1,ENG,RSA,Restart,12,Yes,
44,2,ENG,RSA,Restart,11,No,
44,2,RSA,ENG,PK,9,Yes,PEN: off side in ruck; PK: tap
44,2,ENG,RSA,PK,3,Yes,PEN: side entry; PK: touch kick
44,2,ENG,RSA,Line out,6,Yes,
44,2,RSA,ENG,Line out,1,Yes,
44,2,ENG,RSA,PK,11,Yes,PEN: bc not releasing; PK: tap
44,2,RSA,ENG,Scrum,5,Yes,Scrum: collapsed maul
44,2,RSA,ENG,PK,2,Yes,PEN: kicked through scrum; PK: tap
44,2,ENG,RSA,PK,3,Yes,PEN: bc not releasing; PK: touch kick
44,2,ENG,RSA,Line out,6,No,
44,2,ENG,RSA,Line out,1,Yes,
44,2,ENG,RSA,Scrum,1,Yes,Scrum: knock on
45,1,SAM,FIJ,Restart,11,No,
45,1,FIJ,SAM,Restart,10,No,
45,1,FIJ,SAM,Scrum,6,Yes,Scrum: knock on
45,1,FIJ,SAM,Restart,8,No,Restart: not 10
45,1,SAM,FIJ,FK,8,Yes,FK: restart not 10
45,1,SAM,FIJ,Line out,9,Yes,
45,1,FIJ,SAM,PK,8,Yes,PEN: side entry; PK: tap
45,1,FIJ,SAM,Restart,10,No,
45,1,FIJ,SAM,Scrum,5,Yes,Scrum: knock on
45,1,FIJ,SAM,PK,10,Yes,PEN: high tackle; PK: tap
45,1,FIJ,SAM,Restart,11,No,
45,2,FIJ,SAM,Restart,12,No,
45,2,SAM,FIJ,Line out,7,Yes,Line out: restart lost to touch by kicking team
45,2,SAM,FIJ,PK,8,Yes,PEN: off side;; PK: tap
45,2,SAM,FIJ,PK,11,Yes,PEN: off side;; PK: tap
45,2,SAM,FIJ,Restart,11,No,Restart: knocked on restart by receiving team
45,2,SAM,FIJ,Scrum,11,Yes,Scrum: knocked on restart by receiving team
45,2,SAM,FIJ,Scrum,11,Yes,Scrum: knock on
45,2,SAM,FIJ,Restart,11,No,
45,2,SAM,FIJ,Scrum,5,Yes,Scrum: knock on
45,2,SAM,FIJ,Restart,11,No,
45,2,SAM,FIJ,Scrum,8,Yes,
45,2,FIJ,SAM,PK,9,Yes,PEN: bc not releasing; PK: tap
