MATCH,HALF,POSS,TEAM,OPP,SOURCE,START,END,LOST,SOURCE NOTE,LOST NOTE,,,,,,
19,2,12,FRA,JPN,Scrum,11,4,HE,Scrum: knocked on restart,HE: knock on,,,,,,
19,2,13,JPN,FRA,Scrum,12,13,TRY,,TRY: converted,,,,,,
19,2,14,FRA,JPN,Restart,12,13,TRY,,TRY: converted,,,,,,
19,2,15,FRA,JPN,Scrum,12,11,PEN,Scrum: knocked on restart,PEN: ball carrier not releasing,,,,,,
19,2,16,JPN,FRA,PK,5,14,Poached,PK: ball carrier not releasing,,,,,,,
19,2,17,FRA,JPN,Poach,2,14,TRY,,TRY: converted,,,,,,
20,1,1,NZL,SAM,Restart,2,14,TRY,,TRY: converted,,,,,,
20,1,2,SAM,NZL,Restart,4,13,TRY,,,,,,,,
20,1,3,NZL,SAM,Restart,3,14,TRY,,TRY: converted,,,,,,
20,1,4,NZL,SAM,Line out,12,11,Intercept,Line out: lost to touch by receiving team,,,,,,,
20,1,5,SAM,NZL,Intercept,5,14,TRY,,TRY: converted,,,,,,
20,2,6,SAM,NZL,Restart,2,15,TRY,,,,,,,,
20,2,7,NZL,SAM,Restart,3,3,Intercept,,,,,,,,
20,2,8,SAM,NZL,Intercept,10,11,Intercept,,,,,,,,
20,2,9,NZL,SAM,Intercept,5,14,TRY,,TRY: converted,,,,,,
20,2,10,SAM,NZL,Restart,6,4,HE,,HE: ball lost fwd in tackle,,,,,,
20,2,11,NZL,SAM,Scrum,12,14,TRY,,TRY: converted,,,,,,
20,2,12,SAM,NZL,Restart,6,5,HE,,HE: knock on,,,,,,
21,1,1,WAL,ASM,Reclaim,10,14,TRY,,,,,,,,
21,1,2,ASM,WAL,Restart,6,7,HE,,HE: knock on,,,,,,
21,1,3,WAL,ASM,Scrum,9,13,TRY,,,,,,,,
21,1,4,WAL,ASM,Scrum,10,14,TRY,Scrum: knocked on restart,TRY: converted,,,,,,
21,1,5,WAL,ASM,Reclaim,10,13,Poached,,,,,,,,
21,1,6,ASM,WAL,Poach,3,2,HE,,HE: ball lost fwd in tackle,,,,,,
21,2,7,ASM,WAL,Scrum,8,7,Tackled to touch,Scrum: knocked on restart,,,,,,,
21,2,8,WAL,SAM,Line out,9,15,Tackled to touch,,,,,,,,
21,2,9,ASM,WAL,Line out,1,1,Poached,,,,,,,,
21,2,10,WAL,ASM,Poach,15,14,TRY,,TRY: converted,,,,,,
21,2,11,ASM,WAL,Restart,5,7,HE,,HE: knock on,,,,,,
21,2,12,WAL,ASM,Scrum,9,14,TRY,,,,,,,,
21,2,13,ASM,WAL,Restart,6,6,Tackled to touch,,,,,,,,
21,2,14,WAL,ASM,Line out,7,14,Intercept,,,,,,,,
21,2,15,ASM,WAL,Intercept,2,5,PEN,,PEN: ball carrier not releasing,,,,,,
21,2,16,WAL,ASM,PK,11,13,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
22,1,1,KEN,RSA,Reclaim,12,15,Tackled to touch,,,,,,,,
22,1,2,RSA,KEN,Line out,1,2,Kick,,,,,,,,
22,1,3,KEN,RSA,Kick,7,8,Poached,,,,,,,,
22,1,4,RSA,KEN,Poach,8,15,TRY,,TRY: converted,,,,,,
22,1,5,KEN,RSA,Restart,1,1,Counter ruck,,,,,,,,
22,1,6,RSA,KEN,Counter ruck,15,13,TRY,,TRY: converted,,,,,,
22,1,7,RSA,KEN,Scrum,12,15,Intercept,Scrum: knocked on restart,HE: ball lost fwd in tackle,,,,,,
22,1,8,KEN,RSA,Intercept,1,6,HE,,HE: knock on,,,,,,
22,1,9,RSA,KEN,Scrum,10,15,TRY,,,,,,,,
22,1,10,KEN,RSA,Restart,1,4,HE,,HE: ball lost fwd in tackle,,,,,,
22,1,11,RSA,KEN,Scrum,12,14,HE,,HE: fwd pass,,,,,,
22,2,12,KEN,RSA,Restart,1,2,Intercept,,,,,,,,
22,2,13,RSA,KEN,Intercept,14,14,TRY,,TRY: converted,,,,,,
22,2,14,KEN,RSA,Restart,4,5,Intercept,,,,,,,,
22,2,15,RSA,KEN,Intercept,9,14,TRY,,,,,,,,
22,2,16,KEN,RSA,Restart,4,2,Kick,,,,,,,,
22,2,17,RSA,KEN,Kick,1,5,Kick to touch,,,,,,,,
22,2,18,KEN,RSA,Line out,1,1,HE,Line out: quick,HE: knock on,,,,,,
22,2,19,RSA,KEN,Scrum,15,15,TRY,,TRY: converted,,,,,,
22,2,20,KEN,RSA,Restart,4,5,Poached,,,,,,,,
22,2,21,RSA,KEN,Poach,11,13,TRY,,TRY: converted,,,,,,
23,1,1,SCO,POR,Restart,6,11,Intercept,,,,,,,,
23,1,2,POR,SCO,Intercept,5,13,Line out stolen,,,,,,,,
23,1,3,SCO,POR,Line out stolen,3,14,TRY,,TRY: converted,,,,,,
23,1,4,POR,SCO,FK,8,11,Intercept,FK: restart not 10,,,,,,,
23,1,5,SCO,POR,Intercept,5,2,Poached,,,,,,,,
23,1,6,POR,SCO,Poach,14,10,Kick,Poach: tackler behind bridge,,,,,,,
23,1,7,SCO,POR,Kick,3,3,HE,,HE: knock on,,,,,,
23,1,8,POR,SCO,Scrum,13,14,TRY,,TRY: converted,,,,,,
23,1,9,SCO,POR,Restart,6,14,TRY,,TRY: converted,,,,,,
23,2,10,SCO,POR,Reclaim,12,11,PEN,,PEN: ball carrier not releasing,,,,,,
23,2,11,POR,SCO,PK,5,15,PEN,PK: ball carrier not releasing,PEN: knocked fwd to team mate,,,,,,
23,2,12,SCO,POR,FK,1,14,TRY,FK: scrum infraction,TRY: converted,,,,,,
23,2,13,POR,SCO,Restart,5,9,Counter ruck,,,,,,,,
23,2,14,SCO,POR,Counter ruck,7,11,PEN,,PEN: diving over,,,,,,
23,2,15,POR,SCO,PK,5,13,Intercept,PK: diving over,,,,,,,
23,2,16,SCO,POR,Intercept,3,2,Kick,,,,,,,,
23,1,17,POR,SCO,Kick,14,14,TRY,,TRY: converted,,,,,,
23,1,18,POR,SCO,Reclaim,11,14,TRY,,TRY: converted,,,,,,
24,1,1,AUS,FIJ,Restart,4,5,Poached,,,,,,,,
24,1,2,FIJ,AUS,Poach,11,14,TRY,Poach: standing tackle,TRY: converted,,,,,,
24,1,3,AUS,FIJ,Scrum,5,3,Intercept,Scrum: knocked on restart,,,,,,,
24,1,4,FIJ,AUS,Intercept,13,13,Intercept,,,,,,,,
24,1,5,AUS,FIJ,Intercept,3,5,Intercept,,,,,,,,
24,1,6,FIJ,AUS,Intercept,11,14,TRY,,TRY: converted,,,,,,
24,1,7,AUS,FIJ,Restart,6,6,Intercept,,,,,,,,
24,1,8,FIJ,AUS,Intercept,10,14,TRY,,TRY: converted,,,,,,
24,1,9,AUS,FIJ,Restart,5,13,Tackled to touch,,,,,,,,
24,1,10,FIJ,AUS,Line out,3,3,Kick,,,,,,,,
24,1,11,AUS,FIJ,Kick,5,5,Kick,,,,,,,,
24,1,12,FIJ,AUS,Kick,2,14,TRY,,TRY: converted,,,,,,
24,2,13,FIJ,AUS,Restart,4,14,TRY,,TRY: converted,,,,,,
24,2,14,AUS,FIJ,Scrum,5,4,HE,,HE: knock on,,,,,,
24,2,15,FIJ,AUS,Scrum,15,11,Intercept,,,,,,,,
24,2,16,AUS,FIJ,Intercept,5,13,Intercept,,,,,,,,
24,2,17,FIJ,AUS,Intercept,3,3,HE,,HE: knock on,,,,,,
24,2,18,AUS,FIJ,Scrum,14,15,TRY,,,,,,,,
24,2,19,FIJ,AUS,Line out,4,4,Line out stolen,,,,,,,,
24,2,20,AUS,FIJ,Line out stolen,12,14,TRY,,TRY: converted,,,,,,
25,1,1,FRA,CAN,Restart,8,14,TRY,,TRY: converted,,,,,,
25,1,2,CAN,FRA,Restart,6,13,PEN,,PEN: ball carrier not releasing,,,,,,
25,1,3,FRA,CAN,PK,3,14,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
25,1,4,CAN,FRA,Restart,5,14,TRY,,TRY: converted,,,,,,
25,1,5,FRA,CAN,Restart,5,4,HE,,HE: knock on,,,,,,
25,1,6,CAN,FRA,Scrum,12,8,Intercept,,,,,,,,
25,1,7,FRA,CAN,Intercept,9,9,Kick to touch,,,,,,,,
25,2,8,CAN,FRA,Restart,6,6,PEN,,PEN: ball carrier not releasing,,,,,,
25,2,9,FRA,CAN,PK,10,11,HE,PK: ball carrier not releasing,HE: fwd pass,,,,,,
25,2,10,CAN,FRA,Scrum,5,14,TRY,,TRY: converted,,,,,,
25,2,11,CAN,FRA,PK,11,12,Line out stolen,PK: contact with jumping player on restart,,,,,,,
25,2,12,FRA,CAN,Line out stolen,4,15,TRY,,TRY: converted,,,,,,
25,2,13,CAN,FRA,Restart,6,13,TRY,,,,,,,,
25,2,14,FRA,CAN,Restart,5,4,Kick to touch,,,,,,,,
26,1,1,SCO,ASM,Restart,5,14,TRY,,TRY: converted,,,,,,
26,1,2,SCO,ASM,Reclaim,8,8,Poached,,Poached: lost in standing tackle,,,,,,
26,1,3,ASM,SCO,Poach,8,9,Kick,,,,,,,,
26,1,4,SCO,ASM,Kick,4,14,TRY,,TRY: converted,,,,,,
26,1,5,SCO,ASM,Reclaim,15,14,TRY,,,,,,,,
26,1,6,ASM,SCO,Restart,6,6,Tackled to touch,,,,,,,,
26,1,7,SCO,ASM,Line out,10,10,HE,,HE: fwd pass,,,,,,
26,1,8,ASM,SCO,PK,6,14,TRY,PK: off side at scrum,TRY: converted,,,,,,
26,2,9,SCO,ASM,Reclaim,12,11,Intercept,,,,,,,,
26,2,10,ASM,SCO,Intercept,5,13,Line out stolen,,,,,,,,
26,2,11,SCO,ASM,Line out stolen,3,2,PEN,,PEN: ball carrier not releasing,,,,,,
26,2,12,ASM,SCO,PK,14,14,TRY,PK: ball carrier not releasing,,,,,,,
26,2,13,SCO,ASM,Restart,4,14,TRY,,,,,,,,
26,2,14,SCO,ASM,FK,12,11,HE,FK: scrum infraction after knock on restart,HE: knock on,,,,,,
26,2,15,ASM,SCO,Scrum,5,4,Kick to touch,,,,,,,,
27,1,1,USA,JPN,Restart,4,12,HE,,HE: fwd pass,,,,,,
27,1,2,JPN,USA,Scrum,4,5,PEN,,PEN: ball carrier not releasing,,,,,,
27,1,3,USA,JPN,PK,11,14,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
27,1,4,USA,JPN,Reclaim,8,7,HE,,HE: ball thrown to touch,,,,,,
27,1,5,JPN,USA,Line out,9,6,HE,,HE: knock on,,,,,,
27,1,6,USA,JPN,Scrum,10,14,TRY,,TRY: converted,,,,,,
27,1,7,JPN,USA,Scrum,4,9,PEN,Scrum: knocked on restart,PEN: diving over,,,,,,
27,1,8,USA,JPN,PK,7,14,TRY,PK: diving over,TRY: converted,,,,,,
27,1,9,JPN,USA,PK,4,15,Tackled to touch,PK: contact with jumping player on restart,,,,,,,
27,2,10,JPN,USA,Restart,3,11,PEN,,PEN: ball carrier not releasing,,,,,,
27,2,11,USA,JPN,PK,5,9,HE,PK: ball carrier not releasing,HE: knock on,,,,,,
27,2,12,JPN,USA,Scrum,7,15,Intercept,,,,,,,,
27,2,13,USA,JPN,Intercept,1,1,Kick,,,,,,,,
27,2,14,JPN,USA,Kick,6,9,PEN,,PEN: ball carrier not releasing,,,,,,
27,2,15,USA,JPN,PK,7,14,TRY,PK: ball carrier not releasing,,,,,,,
27,2,16,JPN,USA,PK,4,15,TRY,PK: contact with jumping player on restart,,,,,,,
28,1,1,KEN,POR,FK,8,15,TRY,FK: restart not 10,,,,,,,
28,1,2,POR,KEN,Restart,6,9,Intercept,,Intercept: offload,,,,,,
28,1,3,KEN,POR,Intercept,7,14,Intercept,,Intercept: pass to opponent,,,,,,
28,1,4,POR,KEN,Intercept,5,13,TRY,,,,,,,,
28,1,5,KEN,POR,FK,8,15,Counter ruck,FK: restart not 10,Counter ruck: uncovered,,,,,,
28,1,6,POR,KEN,Counter ruck,1,1,Counter ruck,,,,,,,,
28,1,7,KEN,POR,Counter ruck,13,13,TRY,,,,,,,,
28,2,8,POR,KEN,Restart,3,3,Kick,,,,,,,,
28,2,9,KEN,POR,Kick,4,13,TRY,,TRY: converted,,,,,,
28,2,10,POR,KEN,FK,8,14,TRY,FK: restart direct to touch,TRY: converted,,,,,,
28,2,11,KEN,POR,Restart,5,13,PEN,,PEN: fwd to teammate,,,,,,
28,2,12,POR,KEN,PK,3,9,Line out stolen,PK: fwd to player in off side position,,,,,,,
28,2,13,KEN,POR,Line out stolen,7,10,Poached,,,,,,,,
28,2,14,POR,KEN,Poach,6,13,TRY,,TRY: converted,,,,,,
28,2,15,KEN,POR,Restart,1,4,PEN,,PEN: 8 players on field,,,,,,
28,2,16,POR,KEN,PK,6,6,Kick to touch,PK: 8 players on field,,,,,,,
29,1,1,NZL,ENG,Scrum,5,14,Intercept,Scrum: knocked on restart,Intercept: pass to opponent,,,,,,
29,1,2,ENG,NZL,Intercept,2,14,TRY,,TRY: converted,,,,,,
29,1,3,NZL,ENG,Restart,4,14,TRY,,TRY: converted,,,,,,
29,1,4,ENG,NZL,FK,8,15,TRY,FK: restart not 10,TRY: converted,,,,,,
29,2,5,ENG,NZL,Restart,5,11,HE,,HE: ball lost fwd in tackle,,,,,,
29,2,6,NZL,ENG,Scrum,5,9,HE,,HE: ball lost to touch,,,,,,
29,2,7,ENG,NZL,Line out,7,14,TRY,,,,,,,,
29,2,8,NZL,ENG,Restart,4,5,Intercept,,Intercept: offload,,,,,,
29,2,9,ENG,NZL,Intercept,11,13,TRY,,,,,,,,
29,2,10,NZL,ENG,Restart,4,4,Tackled to touch,,,,,,,,
29,2,11,ENG,NZL,Line out,12,14,TRY,,TRY: converted,,,,,,
30,1,1,FIJ,WAL,Scrum,6,5,Intercept,Scrum: knocked on restart,,,,,,,
30,1,2,WAL,FIJ,Intercept,12,14,TRY,,,,,,,,
30,1,3,FIJ,WAL,Restart,6,14,TRY,,TRY: converted,,,,,,
30,1,4,FIJ,WAL,Reclaim,5,14,TRY,,TRY: converted,,,,,,
30,1,5,WAL,FIJ,Scrum,5,15,TRY,Scrum: knocked on restart,,,,,,,
30,2,6,WAL,FIJ,Restart,5,13,Maul,,Maul: held up,,,,,,
30,2,7,FIJ,WAL,Scrum,3,6,HE,Scrum: maul held up,HE: forward pass,,,,,,
30,2,8,WAL,FIJ,Scrum,10,11,Kick,,,,,,,,
30,2,9,FIJ,WAL,Scrum,5,14,TRY,Scrum: kicked through goal,TRY: converted,,,,,,
30,2,10,FIJ,WAL,Reclaim,11,15,TRY,,,,,,,,
30,2,11,WAL,FIJ,Restart,6,9,Intercept,,Intercept: pass to opponent,,,,,,
30,2,12,FIJ,WAL,Intercept,7,14,TRY,,,,,,,,
30,2,13,WAL,FIJ,Restart,5,6,Intercept,,Intercept: offload,,,,,,
30,2,14,FIJ,WAL,Intercept,10,11,PEN,,PEN: ref interference,,,,,,
31,1,1,ARG,SAM,Restart,5,13,HE,,HE: knock on,,,,,,
31,1,2,SAM,ARG,Scrum,3,2,HE,,HE: ball lost fwd in tackle,,,,,,
31,1,3,ARG,SAM,Scrum,14,14,HE,,HE: knock on,,,,,,
31,1,4,SAM,ARG,Scrum,2,13,TRY,,,,,,,,
31,1,5,SAM,ARG,Reclaim,5,13,Tackled to touch,,,,,,,,
31,1,6,ARG,SAM,PK,3,12,HE,PK: slowing the ball,HE: knock on,,,,,,
31,1,7,SAM,ARG,Scrum,4,4,Scrum lost,,,,,,,,
31,1,8,ARG,SAM,Scrum stolen,12,14,TRY,,TRY: converted,,,,,,
31,2,9,ARG,SAM,Reclaim,11,11,HE,,HE: knock on,,,,,,
31,2,10,SAM,ARG,Scrum,5,5,Kick,,,,,,,,
31,2,11,ARG,SAM,Kick,2,13,TRY,,TRY: converted,,,,,,
31,2,12,ARG,SAM,Reclaim,11,10,Counter ruck,,,,,,,,
31,2,13,SAM,ARG,Counter ruck,6,11,Poached,,,,,,,,
31,2,14,ARG,SAM,Poach,5,14,TRY,,TRY: converted,,,,,,
31,2,15,SAM,ARG,Restart,5,14,TRY,,TRY: converted,,,,,,
31,2,16,SAM,ARG,Reclaim,11,15,TRY,,,,,,,,
31,2,17,SAM,ARG,Reclaim,11,15,PT,,PT: no arms in tackle on try; TRY: converted,,,,,,
31,2,18,ARG,SAM,Restart,6,7,Intercept,,,,,,,,
31,2,19,SAM,ARG,Intercept,9,9,Kick to touch,,,,,,,,
32,1,1,AUS,RSA,Restart,4,3,Kick,,,,,,,,
32,1,2,RSA,AUS,Kick,7,1,Tackled to touch,,,,,,,,
32,1,3,AUS,RSA,Line out,15,13,TRY,,,,,,,,
32,1,4,RSA,AUS,Restart,1,1,Kick to touch,,,,,,,,
32,1,5,AUS,RSA,Line out,12,14,PEN,,PEN: ball carrier not releasing,,,,,,
32,1,6,RSA,AUS,PK,2,14,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
32,2,7,RSA,AUS,Restart,1,1,Kick,,,,,,,,
32,2,8,AUS,RSA,Line out,9,11,PEN,,PEN: ball carrier not releasing,,,,,,
32,2,9,RSA,AUS,PK,5,15,TRY,PK: ball carrier not releasing,,,,,,,
32,2,10,AUS,RSA,Restart,4,5,HE,,HE: knock on,,,,,,
32,2,11,RSA,AUS,Scrum,11,10,HE,,HE: lost fwd in tackle,,,,,,
32,2,12,AUS,RSA,Scrum,6,6,Scrum lost,,,,,,,,
32,2,13,RSA,AUS,Scrum stolen,8,13,Line out stolen,,,,,,,,
32,2,14,AUS,RSA,Line out stolen,3,14,TRY,,,,,,,,
33,1,1,CAN,ASM,Reclaim,11,13,TRY,,,,,,,,
33,1,2,CAN,ASM,Reclaim,10,14,TRY,,,,,,,,
33,1,3,CAN,ASM,Reclaim,10,11,Intercept,,,,,,,,
33,1,4,ASM,CAN,Intercept,5,11,Poached,,,,,,,,
33,1,5,CAN,ASM,Poach,5,14,TRY,,TRY: converted,,,,,,
33,1,6,CAN,ASM,Reclaim,12,14,TRY,,TRY: converted,,,,,,
33,1,7,ASM,CAN,Restart,4,4,PEN,,PEN: ball carrier not releasing,,,,,,
33,1,8,CAN,ASM,PK,12,14,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
33,2,9,CAN,ASM,Restart,4,14,TRY,,TRY: converted,,,,,,
33,2,10,ASM,CAN,Restart,2,1,Tackled to touch,,,,,,,,
33,2,11,CAN,ASM,Line out,15,13,TRY,,,,,,,,
33,2,12,CAN,ASM,Reclaim,11,14,TRY,,TRY: converted,,,,,,
33,2,13,CAN,ASM,Reclaim,10,10,HE,,HE: knock on,,,,,,
33,2,14,ASM,CAN,Scrum,6,3,HE,,HE: knock on,,,,,,
34,1,1,JPN,KEN,Restart,3,8,Poached,,Poached: lost in standing tackle,,,,,,
34,1,2,KEN,JPN,Poach,8,14,TRY,,TRY: converted,,,,,,
34,1,3,JPN,KEN,Restart,6,14,Maul,,Maul: held up,,,,,,
34,1,4,KEN,JPN,Maul,2,2,PEN,,PEN: ball carrier not releasing,,,,,,
34,1,5,JPN,KEN,PK,14,13,TRY,PK: ball carrier not releasing,,,,,,,
34,1,6,JPN,KEN,Reclaim,11,15,TRY,,,,,,,,
34,1,7,KEN,JPN,Restart,8,4,Tackled to touch,,,,,,,,
34,1,8,JPN,KEN,Line out,12,9,Kick to touch,,,,,,,,
34,2,9,KEN,JPN,Restart,4,13,TRY,,,,,,,,
34,2,10,JPN,KEN,Restart,6,14,TRY,,,,,,,,
34,2,11,JPN,KEN,Scrum,10,13,PEN,Scrum: knocked to touch on restart,PEN: ball carrier not releasing,,,,,,
34,2,12,KEN,JPN,PK,3,13,TRY,PK: ball carrier not releasing,,,,,,,
34,2,13,JPN,KEN,FK,8,14,Maul,FK: restart direct to touch,Maul: held up,,,,,,
35,1,1,FRA,SCO,Restart,5,12,HE,,HE: ball thrown to touch,,,,,,
35,1,2,SCO,FRA,Line out,4,4,Line out stolen,,,,,,,,
35,1,3,FRA,SCO,Line out stolen,9,15,TRY,,TRY: converted,,,,,,
35,1,4,SCO,FRA,Restart,5,9,PEN,,PEN: ball carrier not releasing,,,,,,
35,1,5,FRA,SCO,PK,7,11,HE,PK: ball carrier not releasing,HE: ball lost fwd in tackle,,,,,,
35,1,6,SCO,FRA,Scrum,5,2,HE,,HE: knock on,,,,,,
35,1,7,FRA,SCO,Scrum,14,14,Intercept,,,,,,,,
35,1,8,SCO,FRA,Intercept,2,7,HE,,HE: ball thrown to touch,,,,,,
35,1,9,FRA,SCO,Line out,12,14,TRY,,TRY: converted,,,,,,
35,1,10,FRA,SCO,Reclaim,11,8,Kick to touch,,,,,,,,
35,2,11,FRA,SCO,Reclaim,10,13,TRY,,,,,,,,
35,2,12,FRA,SCO,Reclaim,8,9,Poached,,,,,,,,
35,2,13,SCO,FRA,Poach,7,12,PEN,"Poach: from behind, no ruck formed",PEN: ball carrier not releasing,,,,,,
35,2,14,FRA,SCO,PK,4,12,Tackled to touch,PK: ball carrier not releasing,,,,,,,
35,2,15,SCO,FRA,Line out,4,4,Line out stolen,,,,,,,,
35,2,16,FRA,SCO,Line out stolen,12,15,HE,,HE: knock on,,,,,,
35,2,17,SCO,FRA,Scrum,1,7,HE,,HE: ball lost fwd in tackle,,,,,,
35,2,18,FRA,SCO,Scrum,12,15,Poached,,,,,,,,
35,2,19,SCO,FRA,Poach,3,11,Intercept,,Intercept: knocked fwd,,,,,,
35,2,20,FRA,SCO,Intercept,5,14,TRY,,TRY: converted,,,,,,
35,2,21,SCO,FRA,Restart,4,15,PEN,,PEN: ball carrier not releasing,,,,,,
35,2,22,FRA,SCO,PK,1,1,Kick to touch,PK: ball carrier not releasing,,,,,,,
36,1,1,POR,USA,PK,4,10,Line out stolen,PK: contact with jumping player on restart,,,,,,,
36,1,2,USA,POR,Line out stolen,6,13,TRY,,,,,,,,
36,1,3,USA,POR,Reclaim,6,14,TRY,,TRY: converted,,,,,,
36,1,4,POR,USA,Restart,6,12,PEN,,PEN: ball carrier not releasing,,,,,,
36,1,5,USA,POR,Line out,4,12,Tackled to touch,,,,,,,,
36,1,6,POR,USA,Line out,4,10,Intercept,,Intercept: knocked fwd,,,,,,
36,1,7,USA,POR,Intercept,4,14,TRY,,TRY: converted,,,,,,
36,2,8,USA,POR,Restart,6,14,TRY,,TRY: converted,,,,,,
36,2,9,POR,USA,Restart,6,4,Tackled to touch,,,,,,,,
36,2,10,USA,POR,Line out,12,7,PEN,,PEN: ball carrier not releasing,,,,,,
36,2,11,POR,USA,PK,9,15,PEN,PK: ball carrier not releasing,PEN: collapsing the ruck,,,,,,
36,2,12,USA,POR,PK,1,13,TRY,PK: collapsing the ruck,TRY: converted,,,,,,
36,2,13,POR,USA,Restart,6,8,HE,,HE: ball thrown to touch,,,,,,
36,2,14,USA,POR,Scrum,7,8,Counter ruck,,,,,,,,
36,2,15,POR,USA,Counter ruck,8,7,Intercept,,Intercept: offload,,,,,,
36,2,16,USA,POR,Intercept,9,9,Kick to touch,,,,,,,,
37,1,1,WAL,NZL,Restart,6,6,PEN,,PEN: ball carrier not releasing,,,,,,
37,1,2,NZL,WAL,PK,10,14,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
37,1,3,WAL,NZL,Restart,3,14,TRY,,,,,,,,
37,1,4,NZL,WAL,Restart,6,15,TRY,,,,,,,,
37,1,5,WAL,NZL,Restart,5,12,HE,,HE: fwd pass,,,,,,
37,1,6,NZL,WAL,Scrum,4,14,TRY,,TRY: converted,,,,,,
37,2,7,NZL,WAL,Restart,5,13,TRY,,,,,,,,
37,2,8,NZL,WAL,Line out,7,15,TRY,Line out: lost to touch by receiving team,,,,,,,
37,2,9,NZL,WAL,Scrum,11,13,TRY,Scrum: knocked on restart,,,,,,,
37,2,10,NZL,WAL,Reclaim,11,12,Kick,,,,,,,,
37,2,11,WAL,NZL,Kick,1,1,Counter ruck,,,,,,,,
37,2,12,NZL,WAL,Counter ruck,15,14,TRY,,TRY: converted,,,,,,
38,1,1,AUS,ARG,Reclaim,5,15,Intercept,,Intercept: knocked fwd,,,,,,
38,1,2,ARG,AUS,Intercept,1,7,Intercept,,Intercept: knocked fwd,,,,,,
38,1,3,AUS,ARG,Intercept,9,12,PEN,,PEN: diving over,,,,,,
38,1,4,ARG,AUS,PK,4,14,TRY,PK: diving over,TRY: converted,,,,,,
38,1,5,AUS,ARG,Restart,5,8,PEN,,PEN: playing ball on ground,,,,,,
38,1,6,ARG,AUS,PK,8,10,HE,PK: playing ball on ground,HE: knock on,,,,,,
38,1,7,AUS,ARG,Scrum,12,15,TRY,,,,,,,,
38,1,8,AUS,ARG,Reclaim,8,14,TRY,,TRY: converted,,,,,,
38,2,9,ARG,AUS,Scrum,11,13,Kick to touch,Scrum: knocked on restart,,,,,,,
38,2,10,AUS,ARG,22,1,1,HE,,HE: knock on,,,,,,
38,2,11,ARG,AUS,Scrum,11,10,HE,,HE: knock on,,,,,,
38,2,12,AUS,ARG,Scrum,6,15,TRY,,,,,,,,
38,2,13,AUS,ARG,Reclaim,11,12,Kick,,,,,,,,
38,2,14,ARG,AUS,Kick,1,13,HE,,HE: knock on,,,,,,Counter ruck
38,2,15,AUS,ARG,Scrum,3,3,Kick to touch,,,,,,,,Intercept
38,2,16,ARG,AUS,Line out,13,13,TRY,,TRY: converted,,,,,,Kick
38,2,17,ARG,AUS,Restart,11,14,TRY,,,,,,,,Kick to touch
39,1,1,FIJ,ENG,Restart,5,14,TRY,,TRY: converted,,,,,,HE
39,1,2,ENG,FIJ,Restart,5,14,TRY,,TRY: converted,,,,,,Line out infraction
39,1,3,FIJ,ENG,Restart,6,14,TRY,,TRY: converted,,,,,,Line out stolen
39,1,4,ENG,FIJ,Restart,6,6,HE,,HE: knock on,,,,,,Maul
39,1,5,FIJ,ENG,Scrum,10,14,TRY,,TRY: converted,,,,,,PEN
39,1,6,ENG,FIJ,PK,6,5,PEN,PK: contact with jumping player on restart,PEN: ball carrier not releasing,,,,,,Poached
39,1,7,FIJ,ENG,PK,11,15,TRY,PK: ball carrier not releasing,,,,,,,PG
39,2,8,ENG,FIJ,Restart,6,9,HE,,HE: ball thrown to touch,,,,,,Tackled in goal
39,2,9,FIJ,ENG,Line out,7,7,Line out stolen,,,,,,,,PT
39,2,10,ENG,FIJ,Line out stolen,9,8,PEN,,PEN: ball carrier not releasing,,,,,,Poached
39,2,11,FIJ,ENG,PK,8,14,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,Scrum lost
39,2,12,FIJ,ENG,Reclaim,11,13,TRY,,,,,,,,Tackled to touch
39,2,13,FIJ,ENG,Reclaim,8,7,Kick,,,,,,,,TRY
39,2,14,ENG,FIJ,Kick,9,8,Kick,,,,,,,,
39,2,15,FIJ,ENG,Kick,5,13,TRY,,,,,,,,
39,2,16,ENG,FIJ,PK,5,11,PEN,PK: contact with jumping player on restart,PEN: side entry,,,,,,
39,2,17,FIJ,ENG,PK,5,13,TRY,PK: side entry,,,,,,,
40,1,1,SAM,RSA,Restart,4,6,PEN,,PEN: ball carrier not releasing,,,,,,
40,1,2,RSA,SAM,PK,10,11,Intercept,PK: ball carrier not releasing,Intercept: offload,,,,,,
40,1,3,SAM,RSA,Intercept,5,14,TRY,,TRY: converted,,,,,,
40,1,4,SAM,RSA,Reclaim,11,14,TRY,,TRY: converted,,,,,,
40,1,5,RSA,SAM,Restart,6,10,HE,,HE: ball thrown to touch,,,,,,
40,1,6,SAM,RSA,Scrum,6,6,Poached,,,,,,,,
40,1,7,RSA,SAM,Poach,10,13,TRY,,,,,,,,
40,2,8,RSA,SAM,Scrum,5,14,TRY,Scrum: knocked on restart,TRY: converted,,,,,,
40,2,9,SAM,RSA,Restart,4,9,Kick to touch,,,,,,,,
40,2,10,RSA,SAM,Line out,1,12,Intercept,,,,,,,,
